,,,,Time_Name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
,,,,Time,YR1950,YR1951,YR1952,YR1953,YR1954,YR1955,YR1956,YR1957,YR1958,YR1959,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024,YR2025,YR2026,YR2027,YR2028,YR2029,YR2030,YR2031,YR2032,YR2033,YR2034,YR2035,YR2036,YR2037,YR2038,YR2039,YR2040,YR2041,YR2042,YR2043,YR2044,YR2045,YR2046,YR2047,YR2048,YR2049,YR2050
Country,Country_Name,Series,Series_Name,SCALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,Sudan,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17590192,18048142,18648426,19186085,19663212,20144094,20629577,21116279,21604156,22095251,22588178,23080534,23570459,24059235,24545287,25027568,25510512,25996425,26483166,26970364,27458677,27947819,28436828,28923044,29407906,29897534,30390415
SEN,Senegal,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18501984,18931966,19366548,19807247,20254563,20706625,21163192,21623713,22085926,22548839,23012027,23476596,23942226,24407572,24872522,25335986,25797510,26257474,26716433,27174899,27632998,28089699,28546284,29002003,29457240,29911843,30364954
SEN,Senegal,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8282077,8374129,8465167,8556075,8647291,8738267,8829191,8920149,9010562,9100425,9189996,9280163,9371258,9463243,9556588,9651413,9748109,9847402,9950094,10056982,10168734,10285611,10408741,10538523,10675788,10821190,10975145
SEN,Senegal,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10219907,10557837,10901381,11251172,11607272,11968358,12334001,12703564,13075364,13448414,13822031,14196433,14570968,14944329,15315934,15684573,16049401,16410072,16766339,17117917,17464264,17804088,18137543,18463480,18781452,19090653,19389809
SGP,Singapore,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6036860,6072360,6104208,6137423,6169252,6196228,6220949,6247133,6271175,6295378,6314695,6328511,6338165,6347496,6354187,6355736,6352645,6345793,6337880,6328803,6314947,6302217,6287413,6269247,6255768,6238832,6220505
SGP,Singapore,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGP,Singapore,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6036860,6072360,6104208,6137423,6169252,6196228,6220949,6247133,6271175,6295378,6314695,6328511,6338165,6347496,6354187,6355736,6352645,6345793,6337880,6328803,6314947,6302217,6287413,6269247,6255768,6238832,6220505
SLB,Solomon Islands,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819198,838645,858288,878103,898076,918156,938348,958621,978983,999322,1019544,1039657,1059531,1079093,1098297,1117095,1135455,1153459,1171335,1189127,1206742,1224199,1241495,1258616,1275593,1292425,1309110
SLB,Solomon Islands,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568018,576071,584054,591952,599761,607451,615029,622483,629822,636984,643917,650637,657076,663200,668998,674455,679570,684407,689116,693736,698224,702605,706890,711085,715220,719309,723364
SLB,Solomon Islands,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251180,262574,274234,286151,298315,310705,323319,336138,349161,362338,375627,389020,402455,415893,429299,442640,455885,469052,482219,495391,508518,521594,534605,547531,560373,573116,585746
SLE,Sierra Leone,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8642022,8819794,8996745,9174692,9349025,9520817,9694858,9870299,10047200,10221014,10391490,10563167,10734347,10902269,11066150,11230061,11398400,11566217,11728791,11887937,12049426,12208880,12363458,12512756,12659612,12805142,12948325
SLE,Sierra Leone,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4721769,4769147,4813107,4854561,4891016,4923026,4953021,4980466,5005298,5025187,5040006,5051924,5060052,5063050,5060562,5054440,5046566,5034619,5016524,4993094,4966723,4935518,4898333,4855066,4806859,4754123,4696458
SLE,Sierra Leone,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920253,4050647,4183638,4320131,4458009,4597791,4741837,4889833,5041902,5195827,5351484,5511243,5674295,5839219,6005588,6175621,6351834,6531598,6712267,6894843,7082703,7273362,7465125,7657690,7852753,8051019,8251867
SLV,El Salvador,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6338193,6365503,6391253,6416443,6440934,6464414,6486207,6506402,6525797,6544662,6562189,6578181,6593324,6607020,6619833,6631167,6640752,6649293,6656215,6661884,6665751,6668025,6669409,6669836,6669222,6666756,6663346
SLV,El Salvador,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580271,1558039,1535455,1512849,1490266,1467719,1445143,1422656,1400521,1378882,1357654,1336888,1316815,1297402,1278850,1261131,1244283,1228528,1213845,1200386,1188136,1177216,1167829,1160038,1153905,1149361,1146635
SLV,El Salvador,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4757922,4807464,4855798,4903594,4950668,4996695,5041064,5083746,5125276,5165780,5204535,5241293,5276509,5309618,5340983,5370036,5396469,5420765,5442370,5461498,5477615,5490809,5501580,5509798,5515317,5517395,5516711
SMR,San Marino,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33977,33968,34001,34037,34082,34120,34140,34153,34170,34185,34199,34227,34257,34297,34341,34368,34370,34364,34377,34389,34361,34320,34283,34242,34194,34137,34093
SMR,San Marino,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,956,944,930,914,896,875,852,827,801,772,742,710,677,641,604,565,524,482,439,393,346,298,249,199,148,95
SMR,San Marino,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33011,33012,33057,33107,33168,33224,33265,33301,33343,33384,33427,33485,33547,33620,33700,33764,33805,33840,33895,33950,33968,33974,33985,33993,33995,33989,33998
SOM,"Somalia, Fed. Rep.",SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19009151,19654739,20305907,20959063,21601816,22247719,22915044,23589796,24258798,24921841,25593673,26294950,27009203,27731178,28455758,29167905,29896287,30635963,31350035,32057986,32780429,33510166,34248032,34996382,35743967,36474691,37206512
SOM,"Somalia, Fed. Rep.",SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8626800,8817134,9008003,9198149,9382558,9567581,9761338,9958042,10152474,10344979,10542050,10752406,10969459,11191349,11416326,11638726,11870355,12109506,12341931,12575714,12819246,13069972,13328496,13596009,13868418,14139762,14417350
SOM,"Somalia, Fed. Rep.",SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10382351,10837605,11297904,11760914,12219258,12680138,13153706,13631754,14106324,14576862,15051623,15542544,16039744,16539829,17039432,17529179,18025932,18526457,19008104,19482272,19961183,20440194,20919536,21400373,21875549,22334929,22789162
SRB,Serbia,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6586476,6536525,6493474,6449748,6405345,6360199,6313909,6266892,6219194,6170799,6122387,6073878,6025588,5977317,5929424,5881729,5834853,5788367,5742650,5698016,5654208,5611089,5568720,5526911,5485613,5444537,5403908
SRB,Serbia,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477634,2442177,2408267,2373061,2336569,2298778,2259556,2219070,2177353,2134417,2090512,2045622,1999866,1953187,1905714,1857395,1808435,1758703,1708318,1657371,1605782,1553510,1500571,1446913,1392525,1337338,1281416
SRB,Serbia,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4108842,4094348,4085207,4076687,4068776,4061421,4054353,4047822,4041841,4036382,4031875,4028256,4025722,4024130,4023710,4024334,4026418,4029664,4034332,4040645,4048426,4057579,4068149,4079998,4093088,4107199,4122492
SSD,South Sudan,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11943408,12188788,12436037,12687303,12941500,13198085,13457453,13725412,13996351,14261765,14527550,14798600,15070095,15335703,15595970,15850694,16101480,16350150,16593363,16829207,17060174,17286410,17509696,17728337,17938440,18142896,18341974
SSD,South Sudan,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9390287,9545727,9700555,9856385,10012303,10167826,10323195,10482781,10642193,10794921,10945426,11097334,11246953,11389532,11525500,11654728,11778413,11897885,12010714,12115548,12214220,12306856,12394738,12476673,12549960,12616681,12677062
SSD,South Sudan,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553121,2643061,2735482,2830918,2929197,3030259,3134258,3242631,3354158,3466844,3582124,3701266,3823142,3946171,4070470,4195966,4323067,4452265,4582649,4713659,4845954,4979554,5114958,5251664,5388480,5526215,5664912
STP,Sao Tome and Principe,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235536,240254,244994,249788,254661,259597,264565,269570,274644,279767,284920,290088,295273,300444,305594,310736,315842,320889,325897,330917,335928,340926,345887,350765,355582,360361,365115
STP,Sao Tome and Principe,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73320,74065,74703,75239,75672,75993,76184,76243,76170,75952,75579,75039,74327,73426,72331,71038,69534,67809,65862,63698,61306,58678,55806,52676,49287,45639,41727
STP,Sao Tome and Principe,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162216,166189,170291,174549,178989,183604,188381,193327,198474,203815,209341,215049,220946,227018,233263,239698,246308,253080,260035,267219,274622,282248,290081,298089,306295,314722,323388
SUR,Suriname,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634431,639850,645256,650566,655782,660793,665652,670422,675074,679568,683913,688191,692347,696212,699912,703572,707160,710623,713904,717002,719926,722756,725322,727734,730040,732029,733904
SUR,Suriname,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217203,218901,220479,221899,223153,224193,225028,225671,226101,226296,226251,225982,225461,224626,223509,222140,220499,218561,216300,213706,210776,207525,203896,199913,195584,190844,185743
SUR,Suriname,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417228,420949,424777,428667,432629,436600,440624,444751,448973,453272,457662,462209,466886,471586,476403,481432,486661,492062,497604,503296,509150,515231,521426,527821,534456,541185,548161
SVK,Slovak Republic,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5422069,5384248,5375913,5365630,5353542,5339387,5323378,5305757,5286794,5266534,5245266,5222848,5199690,5175990,5151840,5127489,5102848,5078176,5053679,5029135,5004740,4980582,4956447,4932308,4908042,4883330,4858202
SVK,Slovak Republic,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537964,2520149,2516075,2511014,2505020,2497957,2489914,2480990,2471302,2460857,2449781,2437997,2425685,2412928,2399758,2386283,2372450,2358372,2344135,2329626,2314927,2300071,2284949,2269542,2253784,2237522,2220765
SVK,Slovak Republic,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884105,2864099,2859838,2854616,2848522,2841430,2833464,2824767,2815492,2805677,2795485,2784851,2774005,2763062,2752082,2741206,2730398,2719804,2709544,2699509,2689813,2680511,2671498,2662766,2654258,2645808,2637437
SVN,Slovenia,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2127400,2124876,2121991,2118723,2114549,2110005,2105039,2099592,2094024,2088155,2082376,2076173,2069708,2062965,2056809,2050502,2044485,2038111,2031391,2024665,2017857,2011064,2004336,1997478,1990722,1983511,1975892
SVN,Slovenia,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941209,935143,928588,921533,913751,905477,896687,887358,877642,867464,856986,845993,834556,822668,810673,798274,785639,772518,758919,744971,730645,715977,700982,685591,669884,653674,636986
SVN,Slovenia,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186191,1189733,1193403,1197190,1200798,1204528,1208352,1212234,1216382,1220691,1225390,1230180,1235152,1240297,1246136,1252228,1258846,1265593,1272472,1279694,1287212,1295087,1303354,1311887,1320838,1329837,1338906
SWE,Sweden,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10569709,10611737,10646958,10679566,10708545,10734623,10758480,10780092,10802610,10824912,10846523,10868696,10891848,10914238,10937666,10962058,10987637,11012258,11038977,11064897,11089988,11113299,11135060,11155225,11173714,11190564,11206888
SWE,Sweden,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177891,1159028,1139583,1120074,1100443,1080819,1061320,1041987,1023165,1004775,986809,969413,952655,936412,920873,906061,892024,878619,866125,854345,843315,833003,823467,814742,806864,799873,793885
SWE,Sweden,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9391818,9452709,9507375,9559492,9608102,9653804,9697160,9738105,9779445,9820137,9859714,9899283,9939193,9977826,10016793,10055997,10095613,10133639,10172852,10210552,10246673,10280296,10311593,10340483,10366850,10390691,10413003
SWZ,Eswatini,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242822,1256174,1269859,1283222,1295967,1308350,1320918,1333170,1344897,1356744,1368359,1379418,1390155,1400445,1410501,1420451,1429781,1439043,1448110,1456449,1464370,1472137,1479611,1486494,1493023,1499435,1505331
SWZ,Eswatini,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916583,920507,924145,927329,931516,935286,939134,942721,945923,949218,952378,955203,957881,960351,962785,965294,967555,969967,972471,974733,976990,979445,982030,984573,987259,990271,993361
SWZ,Eswatini,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326239,335667,345714,355893,364451,373064,381784,390449,398974,407526,415981,424215,432274,440094,447716,455157,462226,469076,475639,481716,487380,492692,497581,501921,505764,509164,511970
SXM,Sint Maarten (Dutch part),SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43350,43923,44447,44944,45426,45888,46331,46745,47150,47531,47888,48243,48585,48904,49203,49473,49730,49965,50147,50310,50471,50622,50767,50895,50990,51016,51017
SXM,Sint Maarten (Dutch part),SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXM,Sint Maarten (Dutch part),SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43350,43923,44447,44944,45426,45888,46331,46745,47150,47531,47888,48243,48585,48904,49203,49473,49730,49965,50147,50310,50471,50622,50767,50895,50990,51016,51017
SYC,Seychelles,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121354,123601,125619,127391,128775,129713,130069,130413,130712,130953,131171,131392,131543,131678,131770,131857,131930,131953,131954,131939,131903,131838,131748,131624,131466,131275,131084
SYC,Seychelles,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66393,67384,68241,68957,69457,69712,69650,69581,69486,69359,69218,69078,68899,68712,68501,68287,68065,67816,67555,67286,67006,66711,66403,66078,65736,65378,65020
SYC,Seychelles,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54961,56217,57378,58434,59318,60001,60419,60832,61226,61594,61953,62314,62644,62966,63269,63570,63865,64137,64399,64653,64897,65127,65345,65546,65730,65897,66064
SYR,Syrian Arab Republic,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24672760,25620427,26472497,27261538,28006551,28719304,29395540,30029817,30633651,31212470,31768131,32294793,32788145,33258403,33710715,34131233,34533185,34916933,35279861,35623329,35944390,36265286,36583262,36878637,37171022,37477690,37793372
SYR,Syrian Arab Republic,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6889588,7152294,7385464,7597524,7792940,7974128,8139008,8285172,8414883,8528681,8626093,8704550,8761940,8800051,8819248,8814932,8789606,8742372,8671606,8576710,8456072,8313949,8148495,7954263,7734563,7491648,7222845
SYR,Syrian Arab Republic,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17783172,18468133,19087033,19664014,20213611,20745176,21256532,21744645,22218768,22683789,23142038,23590243,24026205,24458352,24891467,25316301,25743579,26174561,26608255,27046619,27488318,27951337,28434767,28924374,29436459,29986042,30570527
TCA,Turks and Caicos Islands,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46535,46855,47148,47428,47716,47994,48258,48520,48776,49028,49263,49494,49722,49925,50110,50284,50425,50539,50661,50778,50861,50926,50974,51002,51019,51011,50988
TCA,Turks and Caicos Islands,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714,2626,2537,2449,2364,2280,2198,2118,2040,1965,1893,1823,1756,1693,1632,1575,1522,1472,1426,1386,1349,1317,1290,1268,1251,1239,1232
TCA,Turks and Caicos Islands,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43821,44229,44611,44979,45352,45714,46060,46402,46736,47063,47370,47671,47966,48232,48478,48709,48903,49067,49235,49392,49512,49609,49684,49734,49768,49772,49756
TCD,Chad,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20299123,21003705,21560380,22175375,22847750,23526039,24207479,24897239,25596232,26297840,26997408,27697279,28410504,29132971,29856456,30584707,31307342,32035125,32777673,33525245,34272321,35026393,35788067,36546920,37317470,38088925,38857686
TCD,Chad,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14832259,15213849,15473251,15759580,16070509,16368490,16651019,16921078,17178631,17418624,17637529,17836511,18023460,18195049,18345592,18476978,18582568,18668507,18739835,18790324,18816507,18822182,18807191,18765697,18704883,18618866,18505717
TCD,Chad,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466864,5789856,6087129,6415795,6777241,7157549,7556460,7976161,8417601,8879216,9359879,9860768,10387044,10937922,11510864,12107729,12724774,13366618,14037838,14734921,15455814,16204211,16980876,17781223,18612587,19470059,20351969
TGO,Togo,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515236,9721608,9930918,10142996,10356496,10572460,10792997,11018536,11246761,11475982,11705826,11937684,12170508,12404347,12641137,12881276,13121352,13361760,13604977,13851202,14099649,14347512,14595249,14841670,15088054,15337442,15584778
TGO,Togo,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5346150,5405701,5462632,5516683,5566961,5613878,5658372,5700451,5738709,5772112,5800329,5823901,5842151,5854954,5863056,5866439,5863362,5853872,5838892,5818299,5791557,5757343,5715720,5666105,5608879,5545012,5472504
TGO,Togo,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4169086,4315907,4468286,4626313,4789535,4958582,5134625,5318085,5508052,5703870,5905497,6113783,6328357,6549393,6778081,7014837,7257990,7507888,7766085,8032903,8308092,8590169,8879529,9175565,9479175,9792430,10112274
THA,Thailand,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71668011,71619863,71559614,71488156,71406994,71316193,71215022,71104021,70982289,70847953,70701654,70540885,70366494,70180037,69979037,69763933,69535002,69288471,69025351,68748083,68456530,68150152,67827311,67489358,67136738,66767317,66382735
